,image_path,id
0,/root/autodl-tmp/GUIE-data/gldv2_subset/1/1.jpg,0
1,/root/autodl-tmp/GUIE-data/gldv2_subset/1/10.jpg,0
2,/root/autodl-tmp/GUIE-data/gldv2_subset/1/11.jpg,0
3,/root/autodl-tmp/GUIE-data/gldv2_subset/1/12.jpg,0
4,/root/autodl-tmp/GUIE-data/gldv2_subset/1/13.jpg,0
5,/root/autodl-tmp/GUIE-data/gldv2_subset/1/14.jpg,0
6,/root/autodl-tmp/GUIE-data/gldv2_subset/1/15.jpg,0
7,/root/autodl-tmp/GUIE-data/gldv2_subset/1/16.jpg,0
8,/root/autodl-tmp/GUIE-data/gldv2_subset/1/17.jpg,0
9,/root/autodl-tmp/GUIE-data/gldv2_subset/1/18.jpg,0
10,/root/autodl-tmp/GUIE-data/gldv2_subset/1/19.jpg,0
11,/root/autodl-tmp/GUIE-data/gldv2_subset/1/2.jpg,0
12,/root/autodl-tmp/GUIE-data/gldv2_subset/1/20.jpg,0
13,/root/autodl-tmp/GUIE-data/gldv2_subset/1/21.jpg,0
14,/root/autodl-tmp/GUIE-data/gldv2_subset/1/22.jpg,0
15,/root/autodl-tmp/GUIE-data/gldv2_subset/1/23.jpg,0
16,/root/autodl-tmp/GUIE-data/gldv2_subset/1/24.jpg,0
17,/root/autodl-tmp/GUIE-data/gldv2_subset/1/25.jpg,0
18,/root/autodl-tmp/GUIE-data/gldv2_subset/1/26.jpg,0
19,/root/autodl-tmp/GUIE-data/gldv2_subset/1/27.jpg,0
20,/root/autodl-tmp/GUIE-data/gldv2_subset/1/28.jpg,0
21,/root/autodl-tmp/GUIE-data/gldv2_subset/1/29.jpg,0
22,/root/autodl-tmp/GUIE-data/gldv2_subset/1/3.jpg,0
23,/root/autodl-tmp/GUIE-data/gldv2_subset/1/30.jpg,0
24,/root/autodl-tmp/GUIE-data/gldv2_subset/1/31.jpg,0
25,/root/autodl-tmp/GUIE-data/gldv2_subset/1/32.jpg,0
26,/root/autodl-tmp/GUIE-data/gldv2_subset/1/33.jpg,0
27,/root/autodl-tmp/GUIE-data/gldv2_subset/1/34.jpg,0
28,/root/autodl-tmp/GUIE-data/gldv2_subset/1/35.jpg,0
29,/root/autodl-tmp/GUIE-data/gldv2_subset/1/36.jpg,0
30,/root/autodl-tmp/GUIE-data/gldv2_subset/1/37.jpg,0
31,/root/autodl-tmp/GUIE-data/gldv2_subset/1/4.jpg,0
32,/root/autodl-tmp/GUIE-data/gldv2_subset/1/5.jpg,0
33,/root/autodl-tmp/GUIE-data/gldv2_subset/1/6.jpg,0
34,/root/autodl-tmp/GUIE-data/gldv2_subset/1/7.jpg,0
35,/root/autodl-tmp/GUIE-data/gldv2_subset/1/8.jpg,0
36,/root/autodl-tmp/GUIE-data/gldv2_subset/1/9.jpg,0
37,/root/autodl-tmp/GUIE-data/gldv2_subset/10/1.jpg,1
38,/root/autodl-tmp/GUIE-data/gldv2_subset/10/10.jpg,1
39,/root/autodl-tmp/GUIE-data/gldv2_subset/10/11.jpg,1
40,/root/autodl-tmp/GUIE-data/gldv2_subset/10/12.jpg,1
41,/root/autodl-tmp/GUIE-data/gldv2_subset/10/13.jpg,1
42,/root/autodl-tmp/GUIE-data/gldv2_subset/10/14.jpg,1
43,/root/autodl-tmp/GUIE-data/gldv2_subset/10/15.jpg,1
44,/root/autodl-tmp/GUIE-data/gldv2_subset/10/16.jpg,1
45,/root/autodl-tmp/GUIE-data/gldv2_subset/10/17.jpg,1
46,/root/autodl-tmp/GUIE-data/gldv2_subset/10/18.jpg,1
47,/root/autodl-tmp/GUIE-data/gldv2_subset/10/19.jpg,1
48,/root/autodl-tmp/GUIE-data/gldv2_subset/10/2.jpg,1
49,/root/autodl-tmp/GUIE-data/gldv2_subset/10/20.jpg,1
50,/root/autodl-tmp/GUIE-data/gldv2_subset/10/21.jpg,1
51,/root/autodl-tmp/GUIE-data/gldv2_subset/10/22.jpg,1
52,/root/autodl-tmp/GUIE-data/gldv2_subset/10/23.jpg,1
53,/root/autodl-tmp/GUIE-data/gldv2_subset/10/24.jpg,1
54,/root/autodl-tmp/GUIE-data/gldv2_subset/10/25.jpg,1
55,/root/autodl-tmp/GUIE-data/gldv2_subset/10/26.jpg,1
56,/root/autodl-tmp/GUIE-data/gldv2_subset/10/27.jpg,1
57,/root/autodl-tmp/GUIE-data/gldv2_subset/10/28.jpg,1
58,/root/autodl-tmp/GUIE-data/gldv2_subset/10/29.jpg,1
59,/root/autodl-tmp/GUIE-data/gldv2_subset/10/3.jpg,1
60,/root/autodl-tmp/GUIE-data/gldv2_subset/10/30.jpg,1
61,/root/autodl-tmp/GUIE-data/gldv2_subset/10/31.jpg,1
62,/root/autodl-tmp/GUIE-data/gldv2_subset/10/32.jpg,1
63,/root/autodl-tmp/GUIE-data/gldv2_subset/10/33.jpg,1
64,/root/autodl-tmp/GUIE-data/gldv2_subset/10/34.jpg,1
65,/root/autodl-tmp/GUIE-data/gldv2_subset/10/35.jpg,1
66,/root/autodl-tmp/GUIE-data/gldv2_subset/10/36.jpg,1
67,/root/autodl-tmp/GUIE-data/gldv2_subset/10/37.jpg,1
68,/root/autodl-tmp/GUIE-data/gldv2_subset/10/38.jpg,1
69,/root/autodl-tmp/GUIE-data/gldv2_subset/10/39.jpg,1
70,/root/autodl-tmp/GUIE-data/gldv2_subset/10/4.jpg,1
71,/root/autodl-tmp/GUIE-data/gldv2_subset/10/40.jpg,1
